PRINCIPIO ATIVO,CNPJ,LABORATORIO,REGISTRO,EAN,PRODUTO,APRESENTACAO,CLASSE TERAPEUTICA,PMC 0%,PMC 12%,PMC 17%,PMC 17% ALC,"PMC 17,5%","PMC 17,5% ALC",PMC 18%,PMC 18% ALC,PMC 20%
HETAMIDO,01.571.702/0001-98,HALEX ISTAR INDUSTRIA FARMACEUTICA SA,1031101350010,7896727842152,ISTARHES,"(60 + 6 + 0,40 + 0,134 + 0,20 + 3,70) MG/ML SOL INJ IV CT BOLS PP TRANS SIST FECH X 500 ML",K02B0 - GOMAS,34.66,39.39,41.75,41.75,42,42,42.26,42.26,43.31
HEXAFLUORETO DE ENXOFRE,10.742.412/0001-50,BRACCO IMAGING DO BRASIL IMPORTACAO E DISTRIBUICAO DE MEDICAMENTOS LTDA,1803700060015,8032953580423,SONOVUE,25 MG PO LIOF INJ C GAS 8ÂµL / ML CX DIL 5 ML C APLIC,T01F0 - PRODUTOS PARA ULTRA-SONOGRAFIA,372.06,428.12,456.83,412.45,459.91,414.95,463.04,417.48,475.99
HIALURONATO DE SODIO,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,1356903720027,7894916503600,SUPLASYN,"20 MG/2ML SOL INJ CT SER PREENCHIDA VD INC X 2,0 ML ",M05X0 - TODOS OS OUTROS FARMACOS COM ACAO MUSCULO-ESQUELETICA,250.68,284.87,302.04,302.04,303.86,303.86,305.71,305.71,313.36
HIALURONIDASE,62.462.015/0001-29,APSEN FARMACEUTICA S/A,1011800120141,7896637022231,HYALOZIMA,400 UTR/ML PO LIOF INJ CT 3 AMP VD AMB + 3 AMP DIL X 5 ML,B06B0 - HIALURONIDASE,60.52,68.78,72.92,72.92,73.37,73.37,73.81,73.81,75.65
HICLATO DE DOXICICLINA,33.145.194/0001-72,LABORATORIO GROSS S. A.,1044401110051,7890282800558,PROTECTINA,100 MG CAP GEL MICROG CT BL AL PLAS OPC X 15 ,J01A0 - TETRACICLINAS E ASSOCIACOES,44.72,51.47,54.92,49.59,55.29,49.88,55.66,50.18,57.22
HIDROCLOROTIAZIDA,48.344.725/0007-19,ALTHAIA S.A INDUSTRIA FARMACEUTICA,1351700120016,7898569760984,CANDESARTANA CILEXETILA + HIDROCLOROTIAZIDA,"8 MG + 12,50 MG COM CT BL AL PLAS TRANS X 30",C09D1 - ANTAGONISTAS DA ANGIOTENSINA II ASSOCIADOS A ANTIHIPERTENSIVOS (C2) E/OU DIURETICOS,68.51,77.86,82.55,82.55,83.04,83.04,83.55,83.55,85.64
HIDROCORTISONA,60.665.981/0001-18,UNIAO QUIMICA FARMACEUTICA NACIONAL S/A,1049700200049,7896006240105,CORTISONAL,10 MG/G CREM DERM CT BG AL X 20 G,D07A0 - CORTICOESTEROIDES TOPICOS PUROS,15.84,18.23,19.45,17.57,19.59,17.67,19.72,17.78,20.27
HIDROQUINONA,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,1356905390040,7895296189019,HIDROQUINONA,40 MG/G CREM CT BG AL X 30G,D11A0 - OUTRAS PREPARACOES DERMATOLOGICAS,32.28,37.13,39.63,35.78,39.9,36,40.17,36.22,41.29
HIDROSMINA,49.475.833/0001-06,BIOLAB SANUS FARMACEUTICA LTDA,1097402240012,7896112452775,VENULA,200 MG CAP GEL DURA CT BL AL AL X 30,C05C0 - VASOPROTETORES SISTEMICOS,22.99,26.46,28.23,25.49,28.42,25.64,28.62,25.8,29.42
HIDROXIBENZOATO DE VIMINOL,61.100.004/0001-36,ZAMBON LABORATORIOS FARMACEUTICOS LTDA.,1008400200024,7898074616042,DIVIDOL,70 MG CAP GEL DUR BL AL PLAS INC X 12,N02B0 - ANALGESICOS NAO NARCOTICOS E ANTIPIRETICOS,29.31,33.73,35.99,32.49,36.23,32.69,36.48,32.89,37.5
HIDROXIUREIA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA,1018000930014,7896016800696,HYDREA,500 MG CAP GEL DURA CT FR VD AMB X 100,L01X9 - TODOS OS OUTROS ANTINEOPLASICOS,206.85,235.07,249.23,249.23,250.73,250.73,252.27,252.27,258.57
HIDROXIZINA,03.485.572/0001-04,GEOLAB INDUSTRIA FARMACEUTICA S/A,1542301620051,7899095235717,DROTIZIN,2 MG/ML SOL OR CT FR PET AMB X 120 ML,R06A0 - ANTI-HISTAMINICOS SISTEMICOS,26.95,31.02,33.1,29.89,33.32,30.07,33.55,30.25,34.49
HIDROXOCOBALAMINA,49.475.833/0001-06,BIOLAB SANUS FARMACEUTICA LTDA,1097400080012,7896112424444,CRONOBE,"2000 MCG/ML SOL INJ CT 2 AMP VD AMB X 2,5 ML",A11F0 - VITAMINA B12 PURA,24.4,28.09,29.96,27.05,30.17,27.22,30.38,27.39,31.23
HIDROXIDO DE ALUMINIO,48.113.906/0001-49,ONEFARMA INDUSTRIA FARMACEUTICA LTDA,1048100490123,7898075310192,MAGNAZIA,153 MG + 200 MG + 25 MG COM MAST CT BL AL PLAS INC X 30 (SABOR ABACAXI),A02A4 - ANTIACIDOS COM ANTIFLATULENTOS OU CARMINATIVOS,11.27,12.96,13.82,12.48,13.93,12.57,14.02,12.64,14.4
HIDROXIDO DE MAGNESIO,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,1010701440042,78905030101070,LEITE DE MAGNESIA PHILLIPS,"80,95 MG/ML SUS OR CX FR PLAS OPC X 120 ML",A02A1 - ANTIACIDOS PUROS,4.24,4.88,5.21,4.7,5.24,4.73,5.28,4.76,5.42
HIPROMELOSE,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,1006808720011,7896261005624,GENTEAL,3 MG/ML COL OFT FR PLAS OPC GOT X 10 ML,S01K1 - LAGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLOGICOS,29.98,34.5,36.82,33.25,37.06,33.44,37.32,33.65,38.36
IBANDRONATO DE SODIO,33.150.764/0001-12,ACTAVIS FARMACEUTICA LTDA.,1049201990014,7898146826614,IBANDRONATO DE SODIO,150 MG COM CT BL AL AL X 1 ,M05B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERACOES RELACIONADAS,107.53,122.18,129.55,129.55,130.34,130.34,131.12,131.12,134.4
IBANDRONATO DE SODIO MONOIDRATADO,55.980.684/0001-27,ZODIAC PRODUTOS FARMACEUTICOS S/A,1221400840015,7892953000182,OSTEOTEC,150 MG COM REV CT BL AL/AL X 1,M05B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERACOES RELACIONADAS,157.14,178.57,189.33,189.33,190.47,190.47,191.63,191.63,196.43
IBRUTINIBE,51.780.468/0001-87,JANSSEN-CILAG FARMACEUTICA LTDA,1123634120019,7896212425518,IMBRUVICA,140 MG CAP DURA CT FR PLAS OPC X 120,L01H0 - INIBIDORES DE PROTEINA QUINASE,49855.05,57367.93,61215.08,55268.83,61628.47,55603.81,62047.5,55942.85,63782.81
IBUPROFENO,29.785.870/0001-03,LABORATORIO NEO QUIMICA COMERCIO E INDUSTRIA LTDA,1046501910021,7896714222400,LOMBALGINA,300 MG COM CT BL AL PLAS INC X 20,M01A1 - ANTI-REUMATICOS NAO ESTEROIDAIS PUROS,11.17,12.86,13.73,12.39,13.82,12.47,13.91,12.54,14.3
IBUPROFENO ARGININA,61.100.004/0001-36,ZAMBON LABORATORIOS FARMACEUTICOS LTDA.,1008401480322,7898074618886,SPIDUFEN,770 MG COM REV CT BL AL AL X 12,N02B0 - ANALGESICOS NAO NARCOTICOS E ANTIPIRETICOS,8.27,9.39,9.95,9.95,10.02,10.02,10.08,10.08,10.33
IDOXURIDINA,05.254.971/0001-81,ZYDUS NIKKHO FARMACEUTICA LTDA,1565100460013,7897460400203,HERPESINE,10 MG COM CT ENV X 1 + DIL X 10 ML,D06D1 - ANTIVIRAIS TOPICOS,38.15,43.91,46.85,42.3,47.16,42.55,47.48,42.81,48.81
ILOPROSTA,18.459.628/0001-15,BAYER S.A.,1705600760015,7891106905879,VENTAVIS,10 MCG/ML SOL NEB CT 30 AMP VD INC X 1 ML,"B01C4 - INIBIDORES DA AGREGACAO PLAQUETARIA, REALCADORES DO AMP CICLICO",1188.21,1350.23,1431.57,1431.57,1440.26,1440.26,1449.03,1449.03,1485.25
IMIGLUCERASE,68.132.950/0001-03,GENZYME DO BRASIL LTDA,1254300140026,7898328480092,CEREZYME,400 U PO LIOF INJ CT FA VD INC,A16A0 - OUTROS PRODUTOS PARA O APARELHO DIGESTORIO E METABOLISMO,5396.66,6132.57,6501.99,6501.99,6541.41,6541.41,6581.29,6581.29,6745.83
IMIPENEM MONOIDRATADO,33.258.401/0001-03,INSTITUTO BIOCHIMICO INDUSTRIA FARMACEUTICA LTDA,1006301370103,7897406117882,TIEPEM,500 MG + 500 MG PO INJ IV CT 25 FA VD TRANS,J01P2 - CARBAPENEMES E PENEMES,3596.02,4086.39,4332.56,4332.56,4358.81,4358.81,4385.39,4385.39,4495.04
IMIQUIMODE,33.349.473/0001-58,FARMOQUIMICA S/A,1039001760026,7898040321499,IXIUM,"50,0 MG/G CREM DERM CT 12 SACH X 0,25 G",D06D9 - OUTROS PRODUTOS TOPICOS PARA INFECCOES VIRAIS,856.6,973.42,1032.06,1032.06,1038.31,1038.31,1044.64,1044.64,1070.76
IMUNOGLOBULINA ANTITETANICA,62.969.589/0001-98,CSL BEHRING COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,1015101110042,7897499450248,TETANOGAMMA,250 UI/ML SOL INJ CT AMP VD INC X 1ML,J06G1 - IMUNOGLOBULINA TETANICA,50.79,57.72,61.19,61.19,61.56,61.56,61.93,61.93,63.48
IMUNOGLOBULINA G,02.513.899/0001-71,GRIFOLS BRASIL LTDA,1364100020012,8470006900574,FLEBOGAMMA,"0,5 G SOL INJ FA VD INC X 10 ML",K03A0 - SANGUE E FRACOES DO PLASMA,197.47,224.38,237.9,237.9,239.34,239.34,240.81,240.81,246.82
IMUNOGLOBULINA HUMANA,68.132.950/0001-03,GENZYME DO BRASIL LTDA,1254300180028,7898328480221,THYMOGLOBULINE,25 MG PO LIOF INJ CT FA VD INC,L04X0 - OUTROS IMUNOSSUPRESSORES,561.46,638.02,676.46,676.46,680.56,680.56,684.71,684.71,701.82
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B,02.513.899/0001-71,GRIFOLS BRASIL LTDA,1364100050035,8470007380887,GAMA ANTI-HEPATITE B GRIFOLS,"100 UI SOL INJ CX AMP VD INC X 0,5 ML",J06H4 - IMUNOGLOBULINA HEPATITE,140.54,159.71,169.34,169.34,170.36,170.36,171.4,171.4,175.68
IMUNOGLOBULINA HUMANA NORMAL,02.513.899/0001-71,GRIFOLS BRASIL LTDA,1364100060030,8470006534595,GAMAGLOBULINA IM GRIFOLS,320 MG SOL INJ CX AMP VD INC X 2 ML + SER + AGU,J06E0 - IMUNOGLOBULINAS POLIVALENTES INTRAMUSCULARES,123.44,140.28,148.72,148.72,149.62,149.62,150.53,150.53,154.29
INDAPAMIDA,42.374.207/0001-76,LABORATORIOS SERVIER DO BRASIL LTDA,1127800480078,7898029556836,NATRILIX SR,"1,5 MG COM REV LIB PROL CT BL AL AL X 15 ",C03A3 - DIURETICOS TIAZIDAS E ANALOGOS PUROS,15.23,17.31,18.36,18.36,18.47,18.47,18.58,18.58,19.05
INDOMETACINA,02.433.631/0001-20,ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA,1376401190018,7895858005955,INDOCID,25 MG CAP GEL CT BL AL PLAS INC X 30,M01A1 - ANTI-REUMATICOS NAO ESTEROIDAIS PUROS,19.24,21.87,23.2,23.2,23.34,23.34,23.47,23.47,24.05
INFLIXIMABE,51.780.468/0001-87,JANSSEN-CILAG FARMACEUTICA LTDA,1123634030011,7891142180803,REMICADE,10 MG/ML PO LIOF CT FA VD INC X 10 ML,L04B0 - PRODUTOS ANTI-TNF( FATOR DE NECROSE TUMORAL),4212.05,4786.43,5074.76,5074.76,5105.52,5105.52,5136.65,5136.65,5265.07
INIBIDOR DE C1 ESTERASE DERIVADO DE PLASMA HUMANO,62.969.589/0001-98,CSL BEHRING COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,1015101250014,7897499400014,BERINERT,500 UI LIOF INJ CT FA VD INC + FA VD INC DIL X 10ML + DISP TRANSF,B02C2 - INIBIDORES DO SISTEMA CALICREINA-QUININA,2406.1,2768.69,2954.36,2667.38,2974.31,2683.55,2994.54,2699.91,3078.28
INSULINA ASPARTE,82.277.955/0001-55,NOVO NORDISK FARMACEUTICA DO BRASIL LTDA,1176600160027,7897705201015,NOVORAPID,100 U/ML SOL INJ CT 5 CARP VD INC X 3 ML (PENFILL),"A10C1 - INSULINA HUMANA E ANALOGOS, DE ACAO RAPIDA",188.66,214.39,227.3,227.3,228.68,228.68,230.08,230.08,235.83
INSULINA BIFASICA,02.433.631/0001-20,ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA,1376401180012,7895858095429,INSUNORM 70/30,100 UI/ML SUS INJ CT FA VD INC X 10 ML,"A10C3 - INSULINA HUMANA E ANALOGOS, DE ACAO NORMAL OU PROLONGADA COMBINADA COM ACAO RAPIDA",43.23,49.13,52.09,52.09,52.41,52.41,52.73,52.73,54.04
INSULINA DEGLUDECA,82.277.955/0001-55,NOVO NORDISK FARMACEUTICA DO BRASIL LTDA,1176600290028,7897705201978,TRESIBA,100 U/ML SOL INJ CT 5 CARP VD INC X 3 ML (PENFILL) ,A10C5 - INSULINA HUMANA + ANALOGOS DE ACAO PROLONGADA,607.2,698.71,745.56,673.14,750.6,677.22,755.7,681.35,776.83
INSULINA DETEMIR,82.277.955/0001-55,NOVO NORDISK FARMACEUTICA DO BRASIL LTDA,1176600190023,7897705201138,LEVEMIR,100 U/ML SOL INJ CT 5 CARP VD INC X 3 ML (PENFILL) ,A10C5 - INSULINA HUMANA + ANALOGOS DE ACAO PROLONGADA,375.24,426.4,452.09,452.09,454.82,454.82,457.6,457.6,469.05
INSULINA GLARGINA,02.685.377/0001-57,SANOFI-AVENTIS FARMACEUTICA LTDA,1130011540099,7891058020248,TOUJEO,100 U/ML SOL INJ CT 1 CAR VD TRANS X 3 ML X 1 CAN APLIC,A10C5 - INSULINA HUMANA + ANALOGOS DE ACAO PROLONGADA,112.02,127.3,134.97,134.97,135.78,135.78,136.61,136.61,140.03
INSULINA GLULISINA,02.685.377/0001-57,SANOFI-AVENTIS FARMACEUTICA LTDA,1130009690011,7891058027117,APIDRA,100 UI/ML SOL INJ CT 1 FA VD INC X 10 ML ,"A10C1 - INSULINA HUMANA E ANALOGOS, DE ACAO RAPIDA",88.88,100.99,107.08,107.08,107.72,107.72,108.38,108.38,111.09
INSULINA HUMANA,02.433.631/0001-20,ASPEN PHARMA INDUSTRIA FARMACEUTICA LTDA,1376401140010,7895858005412,INSUNORM R,100 UI/ML SOL INJ CT FA VD INC X 10 ML,"A10C1 - INSULINA HUMANA E ANALOGOS, DE ACAO RAPIDA",43.23,49.13,52.09,52.09,52.41,52.41,52.73,52.73,54.04
INSULINA LISPRO,43.940.618/0001-44,ELI LILLY DO BRASIL LTDA,1126000080158,7896382703331,HUMALOG,100 UI/ML SOL INJ CT 2 CARP VD INC X 3 ML,"A10C1 - INSULINA HUMANA E ANALOGOS, DE ACAO RAPIDA",76.02,86.39,91.59,91.59,92.14,92.14,92.71,92.71,95.03
IOBITRIDOL,42.180.406/0001-43,GUERBET PRODUTOS RADIOLOGICOS LTDA,1498000030173,7897854901323,HENETIX,300 MG/ML SOL INJ CX 10 FA VD INC X 100 ML,"T01A0 - AGENTE DIAGNOSTICO POR IMAGEM, BAIXA OSMOLARIDADE PARA ANGIO-UROGRAFIA",4071.43,4626.63,4905.34,4905.34,4935.07,4935.07,4965.16,4965.16,5089.29
IODETO DE POTASSIO,33.379.884/0001-96,LABORATORIO SIMOES LTDA.,1057601010018,7896210507179,ELIXIR 914,SOL OR CT FR VD AMB X 150 ML,J08X0 - TODOS OS OUTROS ANTIINFECCIOSOS,4.28,4.93,5.25,4.74,5.29,4.77,5.33,4.81,5.48
IODIXANOL,00.029.372/0001-40,GE HEALTHCARE DO BRASIL COMERCIO E SERVICOS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA,1839600020039,7898946550191,VISIPAQUE,652 MG/ML SOL INJ CT FA VD TRANS X 50 ML   ,"T01A0 - AGENTE DIAGNOSTICO POR IMAGEM, BAIXA OSMOLARIDADE PARA ANGIO-UROGRAFIA",289.88,329.41,349.26,349.26,351.38,351.38,353.52,353.52,362.35
IODOPOVIDONA,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,1781700370087,7896094901162,CURATIV,10 MG/ML SOL TOP AQUOSA CT FR VD AMB X 30 ML,"D08A1 - ANTISSEPTICOS E DESINFETANTES, EXCETO PRODUTOS PARA AS MAOS",2.99,3.43,3.67,3.32,3.69,3.33,3.72,3.35,3.82
IOEXOL,00.029.372/0001-40,GE HEALTHCARE DO BRASIL COMERCIO E SERVICOS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA,1839600010025,7898946550023,OMNIPAQUE,300 MG I/ML SOL INJ CT FR VD INC X 50 ML,"T01A0 - AGENTE DIAGNOSTICO POR IMAGEM, BAIXA OSMOLARIDADE PARA ANGIO-UROGRAFIA",153.55,174.48,185,185,186.12,186.12,187.25,187.25,191.94
IOMEPROL,10.742.412/0001-50,BRACCO IMAGING DO BRASIL IMPORTACAO E DISTRIBUICAO DE MEDICAMENTOS LTDA,1803700030019,8032953580645,IOMERON,"612,4 MG/ML SOL INJ CT FA VD INC X 50 ML",T01X0 - OUTROS PRODUTOS PARA DIAGNOSTICO POR IMAGEM,66.99,77.09,82.25,74.26,82.81,74.72,83.38,75.18,85.71
IOTALAMATO DE MEGLUMINA,30.153.811/0001-93,MALLINCKRODT DO BRASIL LTDA,1139800100090,7898419970013,CONRAY,600 MG/ML SOL INJ CX 12 FR VD INC X 100 ML,"T01B0 - AGENTE DIAGNOSTICO POR IMAGEM, IONICOS PARA ANGIO-UROGRAFIA",1000,1136.37,1204.83,1204.83,1212.12,1212.12,1219.52,1219.52,1250
IOVERSOL,30.153.811/0001-93,MALLINCKRODT DO BRASIL LTDA,1139800300162,7898419971317,OPTIRAY,509 MG/ML SOL INJ CT 25 FA VD INC X 50ML ,"T01B0 - AGENTE DIAGNOSTICO POR IMAGEM, IONICOS PARA ANGIO-UROGRAFIA",2399.2,2726.37,2890.6,2890.6,2908.12,2908.12,2925.85,2925.85,2999
IPRIFLAVONA,61.363.032/0001-46,CHIESI FARMACEUTICA LTDA,1005800750043,7896672201974,OSTEOPLUS,300 MG CAP GEL MOLE CT 3 BL AL PLAS INC X 10,M05B9 - OUTROS REGULADORES DO CALCIO OSSEO,100.17,113.83,120.69,120.69,121.41,121.41,122.15,122.15,125.21
IRBESARTANA,73.663.650/0001-90,RANBAXY FARMACEUTICA LTDA,1235202290019,7897076918543,IRBESARTANA+HIDROCLOROTIAZIDA,"150 MG + 12,5 MG COM CT BL AL PLAS OPC X 15 ",C09D1 - ANTAGONISTAS DA ANGIOTENSINA II ASSOCIADOS A ANTIHIPERTENSIVOS (C2) E/OU DIURETICOS,37.75,42.9,45.48,45.48,45.76,45.76,46.04,46.04,47.18
ISOCONAZOL,18.459.628/0001-15,BAYER S.A.,1705601000065,7891106910620,ICADEN,10 MG/G CREM DERM CT BG AL X 20 G,D01A1 - ANTIFUNGICOS DERMATOLOGICOS TOPICOS,25.65,29.52,31.5,28.44,31.7,28.6,31.92,28.78,32.81
ISONIAZIDA,00.394.429/0099-14,LABORATORIO QUIMICO FARMACEUTICO DA AERONAUTICA,1123300360011,7898223500987,LAQFA-ISONIAZIDA,100 MG COM CX 50 ENV AL X 10,J04A1 - ANTITUBERCULOSOS PUROS,43.13,49.02,51.97,51.97,52.28,52.28,52.6,52.6,53.92
ISOTRETINOINA,63.064.653/0001-54,LABORATORIOS STIEFEL LTDA,1067500460031,7896251801861,ISOTREX,"0,5 MG/G CREM DERM CT BG AL X 30 G (PORTARIA 344/98 LISTA C2)",D10A0 - ANTIACNEICOS TOPICOS,57.95,65.85,69.81,69.81,70.24,70.24,70.67,70.67,72.44
ITRACONAZOL,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,1356906050030,7894916500777,ITRASPOR,100 MG CAP GEL DURA CT BL AL PLAS INC X 15,J02A0 - AGENTES SISTEMICOS PARA INFECCOES FUNGICAS,70.12,79.67,84.47,84.47,84.99,84.99,85.5,85.5,87.65
IVABRADINA,42.374.207/0001-76,LABORATORIOS SERVIER DO BRASIL LTDA,1127800710030,7898029557116,PROCORALAN,5 MG COM REV CT BL AL PLAS INC X 28,C01D0 - TERAPIA CORONARIA EXCLUINDO ANTAGONISTAS DO CALCIO E NITRITOS,53.08,61.07,65.17,58.84,65.6,59.2,66.06,59.56,67.91
IVERMECTINA,48.396.378/0001-82,UCI - FARMA INDUSTRIA FARMACEUTICA LTDA,1055001410027,7897655401817,IVERMEC,6 MG COM CT BL AL PLAS INC X 4,P01B0 - ANTI-HELMINTICOS EXCETO ESQUISTOSSOMICIDAS (P1C),28.78,32.71,34.67,34.67,34.89,34.89,35.1,35.1,35.97
LACIDIPINO,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,1010701790015,7896269900563,LACIPIL,4 MG COM REV CT BL AL/AL X 14,C08A0 - ANTAGONISTAS DO CALCIO PUROS,57.97,65.87,69.84,69.84,70.27,70.27,70.7,70.7,72.47
LACOSAMIDA,64.711.500/0001-14,UCB BIOPHARMA S.A.,1236100810021,5413787007790,VIMPAT,100 MG COM REV CT BL AL PLAS INC X 14,N03A0 - ANTICONVULSIVANTES INCLUINDO ANTIEPILEPTICOS,90.88,104.58,111.59,100.75,112.35,101.36,113.11,101.98,116.28
LACTATO DE AMONIO,00.317.372/0001-46,GALDERMA BRASIL LTDA,1291600260021,7897930760226,LACTREX,120 MG/G LOC DERM CT FR PLAS OPC X 120 ML,D02A0 - EMOLIENTES PROTETORES DERMATOLOGICOS,40.81,46.95,50.1,45.23,50.44,45.51,50.79,45.79,52.2
LACTULOSE,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,1781700470014,7897322700434,FARLAC,667 MG/ML XPE CT FR VD AMB X 120 ML,A06A6 - LAXANTES OSMOTICOS,29.18,33.58,35.83,32.35,36.07,32.54,36.32,32.75,37.34
LAMOTRIGINA,03.485.572/0001-04,GEOLAB INDUSTRIA FARMACEUTICA S/A,1542302190069,7899095254602,LAMOTRIGINA,100 MG COM CT BL AL PLAS TRANS X 15,N03A0 - ANTICONVULSIVANTES INCLUINDO ANTIEPILEPTICOS,101.72,115.59,122.55,122.55,123.3,123.3,124.05,124.05,127.14
LANSOPRAZOL,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,1667303010047,7894916140829,LANSOPRAZOL,30 MG CAP GEL DURA C/ MICROG LIB RET CT BL AL PLAS INC X 28,A02B2 - INIBIDORES DA BOMBA DE PROTONS,87.92,99.91,105.94,105.94,106.57,106.57,107.22,107.22,109.9
LARONIDASE,68.132.950/0001-03,GENZYME DO BRASIL LTDA,1254300170014,7898328480085,ALDURAZYME,"2,9 MG/5ML SOL. INJ. CT. F.A. X 5 ML",A16A0 - OUTROS PRODUTOS PARA O APARELHO DIGESTORIO E METABOLISMO,1890.7,2148.51,2277.95,2277.95,2291.74,2291.74,2305.72,2305.72,2363.37
LATANOPROSTA,05.044.984/0001-26,LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA,1677300890021,7894916145312,LATANOPROSTA,"0,05 MG/ML SOL OFT CT FR PLAS TRANS GOT X 2,5 ML ",S01E2 - PREPARACOES ANTIGLAUCOMAS E MIOTICAS TOPICAS,85.24,96.87,102.7,102.7,103.32,103.32,103.96,103.96,106.56
LEFLUNOMIDA,02.685.377/0001-57,SANOFI-AVENTIS FARMACEUTICA LTDA,1130002640051,7891058008123,ARAVA,100 MG COM REV CT BL AL/AL X 3,M01C0 - AGENTES ANTI-REUMATICOS ESPECIFICOS,197,223.86,237.35,237.35,238.79,238.79,240.24,240.24,246.24
LEUCINA,31.673.254/0001-02,LABORATORIOS B. BRAUN S/A,1008501240218,4030539099547,NUTRIFLEX LIPID SPECIAL,EMU INJ IV CX 5 BOLSA PLAS CAMARA TRIPLA X 625 ML,K01D2 - ASSOCIACOES DE EMULSOES LIPIDICAS,1242.17,1411.56,1496.59,1496.59,1505.66,1505.66,1514.84,1514.84,1552.7
LEVETIRACETAM,64.711.500/0001-14,UCB BIOPHARMA S.A.,1236100830012,5413787002795,KEPPRA,250 MG COM REV CT BL AL PVC TRANS X 30,N03A0 - ANTICONVULSIVANTES INCLUINDO ANTIEPILEPTICOS,39.18,45.08,48.11,43.44,48.43,43.7,48.76,43.96,50.13
LEVOCETIRIZINA,61.190.096/0001-92,EUROFARMA LABORATORIOS S.A.,1004311240036,7891317457266,DICLORIDRATO DE LEVOCETIRIZINA,5 MG COM REV CT BL AL/AL X 10,R06A0 - ANTI-HISTAMINICOS SISTEMICOS,23.3,26.82,28.62,25.84,28.81,25.99,29,26.16,29.82
LEVODOPA,44.734.671/0001-51,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA.,1029801070034,7896676410877,PARKIDOPA,250 MG + 25 MG COM CX BL AL PLAS INC X 30,N04A0 - AANTIPARKINSONIANOS,32.85,37.31,39.57,39.57,39.8,39.8,40.05,40.05,41.04
LEVODROPROPIZINA,60.659.463/0029-92,ACHE LABORATORIOS FARMACEUTICOS S.A,1057302050085,7896658001765,ANTUX,30 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML,R05D1 - ANTITUSSIGENOS PUROS,32.07,36.91,39.37,35.56,39.65,35.76,39.92,35.98,41.04
LEVOFLOXACINO,62.462.015/0001-29,APSEN FARMACEUTICA S/A,1011801490082,7896637022989,LEVOXIN,250 MG COM REV CT BL AL PLAS INC X 3,J01G1 - FLUORQUINOLONAS ORAIS,15.28,17.35,18.4,18.4,18.51,18.51,18.62,18.62,19.09
LEVOFLOXACINO HEMI-HIDRATADO,61.286.647/0001-16,SANDOZ DO BRASIL INDUSTRIA FARMACEUTICA LTDA,1004704360037,7897595605856,LEVOBIOT,250 MG COM REV CT BL AL PLAS INC X 7,J01G1 - FLUORQUINOLONAS ORAIS,31.17,35.42,37.56,37.56,37.78,37.78,38.02,38.02,38.97
LEVONORGESTREL,02.814.497/0001-07,CIMED INDUSTRIA DE MEDICAMENTOS LTDA,1438100880019,7896523206868,DIAD,"0,75 MG COM CT BL AL PLAS INC X 2",G03A6 - CONTRACEPTIVO SISTEMICO DE EMERGENCIA,18.11,20.58,21.83,21.83,21.95,21.95,22.09,22.09,22.64
LEVOTIROXINA SODICA,02.685.377/0001-57,SANOFI-AVENTIS FARMACEUTICA LTDA,1130010230185,7891058006402,PURAN T4,100 MCG COM CT BL AL PLAS INC X 28,H03A0 - PREPARACOES PARA TIREOIDE,8.89,10.11,10.71,10.71,10.77,10.77,10.84,10.84,11.11
LIDOCAINA,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,1058305870030,7896004721972,LIDOCAINA,40 MG/G CREM DERM CT BG AL X 30 G,N01B3 - ANESTESICOS LOCAIS TOPICOS,63.41,72.07,76.41,76.41,76.86,76.86,77.33,77.33,79.27
LIMECICLINA,00.317.372/0001-46,GALDERMA BRASIL LTDA,1291600220046,7897930760943,TETRALYSAL,150 MG CAP GEL DURA CT STR X 16,J01A0 - TETRACICLINAS E ASSOCIACOES,59.61,67.73,71.82,71.82,72.25,72.25,72.69,72.69,74.5
